OBJECTID,CVEGEO,CVE_ENT,CVE_MUN,CVE_LOC,CVE_AGEB,CVE_MZA,AMBITO,TIPOMZA,NOM_LOC,pop_t,pop_m,pop_h,pob_nat,pob_for,pob_dis,pop_ssal,viv_t,viv_hab,H3,H4,TT,H5,H1,H2,inun_pluv,licuefacc,nivel-mar,tsunami,fallas_fra,inun_fluvi
"1040","1802000880821008","18","020","0088","0821","008",Urbana,Típica,San Vicente,"13","6","7","3","10","0","0","8","3",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"1041","1802000880821007","18","020","0088","0821","007",Urbana,Típica,San Vicente,"23","11","12","6","17","0","0","10","7",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"1042","1802000880821006","18","020","0088","0821","006",Urbana,Típica,San Vicente,"18","9","9","5","11","0","3","12","9",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"1043","1802000880681017","18","020","0088","0681","017",Urbana,Típica,San Vicente,"38","18","20","14","24","3","8","15","11",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"1044","1802000880681016","18","020","0088","0681","016",Urbana,Típica,San Vicente,"16","7","9","3","13","0","0","10","6",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"1045","1802000880681015","18","020","0088","0681","015",Urbana,Típica,San Vicente,"37","21","16","8","28","0","3","16","10",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"1046","1802000880681013","18","020","0088","0681","013",Urbana,Típica,San Vicente,"54","25","29","8","46","0","19","20","17",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"1047","1802000880639003","18","020","0088","0639","003",Urbana,Típica,San Vicente,"70","35","35","22","48","4","8","19","17",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,6.013764863673498,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"1048","1802000880639002","18","020","0088","0639","002",Urbana,Típica,San Vicente,"104","55","49","19","84","8","33","38","32",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"1049","1802000880465002","18","020","0088","0465","002",Urbana,Típica,San Vicente,"0","0","0","0","0","0","0","0","0",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,73.400739450463846
"1050","1802000880465001","18","020","0088","0465","001",Urbana,Típica,San Vicente,"10","4","6","0","8","0","6","3","3",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.154410919380240
"1051","1802000880357065","18","020","0088","0357","065",Urbana,Típica,San Vicente,"103","50","53","11","92","10","38","37","29",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,8.341345769969744,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"1052","1802000880357064","18","020","0088","0357","064",Urbana,Típica,San Vicente,"46","22","24","13","31","0","15","15","11",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"1053","1802000880357062","18","020","0088","0357","062",Urbana,Típica,San Vicente,"113","54","59","14","98","11","36","35","31",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,8.876228306539216,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"1054","1802000880357061","18","020","0088","0357","061",Urbana,Típica,San Vicente,"49","23","26","8","41","0","11","14","13",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"1055","1802000880357059","18","020","0088","0357","059",Urbana,Típica,San Vicente,"92","47","45","16","74","17","59","34","25",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,8.372520620804885,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"1056","1802000880357058","18","020","0088","0357","058",Urbana,Típica,San Vicente,"25","14","11","4","20","3","16","16","11",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"1057","1802000880357057","18","020","0088","0357","057",Urbana,Típica,San Vicente,"111","58","53","20","91","6","34","38","33",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,5.023393714394076,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"1058","1802000880357038","18","020","0088","0357","038",Urbana,Típica,San Vicente,"50","24","26","9","40","4","20","22","17",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"1059","1802000880357036","18","020","0088","0357","036",Urbana,Típica,San Vicente,"113","62","51","41","70","7","29","39","29",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,10.535315382606376,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"1060","1802000880357035","18","020","0088","0357","035",Urbana,Típica,San Vicente,"123","55","68","21","102","13","35","42","34",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,3.893107865125635,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"1061","1802000880357034","18","020","0088","0357","034",Urbana,Típica,San Vicente,"72","33","39","23","49","7","12","19","17",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"1062","1802000880357032","18","020","0088","0357","032",Urbana,Típica,San Vicente,"147","77","70","40","106","9","31","57","50",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,9.883725862925992,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"1063","1802000880357031","18","020","0088","0357","031",Urbana,Típica,San Vicente,"106","51","55","40","65","6","17","39","34",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,5.273198108072130,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"1064","1802000880357030","18","020","0088","0357","030",Urbana,Típica,San Vicente,"81","45","36","33","48","9","21","26","26",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"1065","1802000880234034","18","020","0088","0234","034",Urbana,Típica,San Vicente,"0","0","0","0","0","0","0","0","0",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.443902413336379,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"1066","1802000880234033","18","020","0088","0234","033",Urbana,Típica,San Vicente,"0","0","0","0","0","0","0","0","0",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"1067","1802000880234029","18","020","0088","0234","029",Urbana,Típica,San Vicente,"0","0","0","0","0","0","0","0","0",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"1068","1802000880234028","18","020","0088","0234","028",Urbana,Típica,San Vicente,"50","25","25","21","29","5","12","13","12",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"1069","1802000880234011","18","020","0088","0234","011",Urbana,Típica,San Vicente,"76","38","38","21","54","10","35","28","24",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"1070","1802000880234010","18","020","0088","0234","010",Urbana,Típica,San Vicente,"127","60","67","68","58","25","41","45","39",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.176766781590263,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"1071","1802000880234009","18","020","0088","0234","009",Urbana,Típica,San Vicente,"147","77","70","80","66","9","57","50","44",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1.128763204969409,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"1072","1802000880234008","18","020","0088","0234","008",Urbana,Típica,San Vicente,"131","67","64","72","58","0","37","50","38",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"1073","1802000880234007","18","020","0088","0234","007",Urbana,Típica,San Vicente,"120","59","61","51","66","16","42","44","33",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,9.972057499354724,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"1074","1802000880234006","18","020","0088","0234","006",Urbana,Típica,San Vicente,"8","6","0","7","0","0","4","5","3",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,13.674771848161281,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"1077","1802000840291060","18","020","0084","0291","060",Urbana,Típica,San Juan de Abajo,"37","18","19","12","24","0","16","15","13",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"1078","1802000840291059","18","020","0084","0291","059",Urbana,Típica,San Juan de Abajo,"0","0","0","0","0","0","0","0","0",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"1079","1802000840291057","18","020","0084","0291","057",Urbana,Típica,San Juan de Abajo,"16","8","8","10","6","0","8","5","3",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"1080","1802000840291054","18","020","0084","0291","054",Urbana,Típica,San Juan de Abajo,"87","40","47","40","43","10","28","28","23",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"1081","1802000840291042","18","020","0084","0291","042",Urbana,Típica,San Juan de Abajo,"25","15","10","6","18","0","10","10","8",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"1082","1802000840111045","18","020","0084","0111","045",Urbana,Típica,San Juan de Abajo,"39","17","22","20","18","8","8","12","12",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"1083","1802000840111040","18","020","0084","0111","040",Urbana,Típica,San Juan de Abajo,"31","16","15","18","13","0","12","10","9",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"1084","1802000880681014","18","020","0088","0681","014",Urbana,Típica,San Vicente,"37","20","17","16","20","0","13","15","13",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"1085","1802000880234032","18","020","0088","0234","032",Urbana,Típica,San Vicente,"1","0","0","0","0","0","0","1","1",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"1086","1802000840094029","18","020","0084","0094","029",Urbana,Típica,San Juan de Abajo,"80","41","39","37","41","0","30","23","20",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,28.459918421923604,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"1087","1802000840094010","18","020","0084","0094","010",Urbana,Típica,San Juan de Abajo,"63","29","34","27","33","4","29","15","15",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,94.848342175068325,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,19.913020744980766
"1088","1802000840094004","18","020","0084","0094","004",Urbana,Típica,San Juan de Abajo,"52","27","25","28","24","0","15","20","15",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,7.214269931112123,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"1089","1802000840304016","18","020","0084","0304","016",Urbana,Típica,San Juan de Abajo,"144","73","71","66","76","5","47","35","29",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,45.107854692696407,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,50.087757266897896
"1090","1802000840291052","18","020","0084","0291","052",Urbana,Típica,San Juan de Abajo,"45","22","23","13","31","0","11","17","12",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"1091","1802000840291050","18","020","0084","0291","050",Urbana,Típica,San Juan de Abajo,"22","13","9","10","12","0","4","7","6",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"1092","1802000840291046","18","020","0084","0291","046",Urbana,Típica,San Juan de Abajo,"21","9","12","10","9","0","8","6","5",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"1093","1802000840291045","18","020","0084","0291","045",Urbana,Típica,San Juan de Abajo,"13","4","9","6","7","0","3","4","4",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"1094","1802000840291044","18","020","0084","0291","044",Urbana,Típica,San Juan de Abajo,"21","11","10","12","9","0","5","8","6",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"1095","1802000840291009","18","020","0084","0291","009",Urbana,Típica,San Juan de Abajo,"95","48","47","31","59","4","23","28","26",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.043186873226728
"1096","1802000840291008","18","020","0084","0291","008",Urbana,Típica,San Juan de Abajo,"85","40","45","34","49","4","16","25","24",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"1097","1802000840291004","18","020","0084","0291","004",Urbana,Típica,San Juan de Abajo,"91","43","48","35","55","13","29","36","27",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"1098","1802000840291003","18","020","0084","0291","003",Urbana,Típica,San Juan de Abajo,"54","27","27","27","25","6","11","18","16",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"1099","1802000840111048","18","020","0084","0111","048",Urbana,Típica,San Juan de Abajo,"54","25","29","28","25","5","9","13","12",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"1100","1802000840111027","18","020","0084","0111","027",Urbana,Típica,San Juan de Abajo,"94","42","52","42","51","8","12","30","27",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"1101","1802000840111026","18","020","0084","0111","026",Urbana,Típica,San Juan de Abajo,"70","39","31","30","40","9","16","24","21",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"1102","1802000840111025","18","020","0084","0111","025",Urbana,Típica,San Juan de Abajo,"83","40","43","41","42","5","10","28","25",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"1103","1802000840111024","18","020","0084","0111","024",Urbana,Típica,San Juan de Abajo,"97","52","45","41","51","7","6","34","31",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"1104","1802000840111023","18","020","0084","0111","023",Urbana,Típica,San Juan de Abajo,"93","46","47","44","48","13","36","25","22",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"1105","1802000840111021","18","020","0084","0111","021",Urbana,Típica,San Juan de Abajo,"2","0","0","0","0","0","0","1","1",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,13.644925612133301,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"1106","1802000840111020","18","020","0084","0111","020",Urbana,Típica,San Juan de Abajo,"21","8","13","9","12","0","9","7","4",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"1107","1802000840111008","18","020","0084","0111","008",Urbana,Típica,San Juan de Abajo,"70","32","38","25","44","6","12","23","20",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,28.233945807998687,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"1108","1802000840111007","18","020","0084","0111","007",Urbana,Típica,San Juan de Abajo,"33","23","10","12","21","3","3","12","9",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"1109","1802000831266012","18","020","0083","1266","012",Urbana,Típica,San José del Valle,"97","50","47","40","57","3","22","39","35",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"1110","1802000831266011","18","020","0083","1266","011",Urbana,Típica,San José del Valle,"92","51","41","21","71","0","20","33","30",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"1111","1802000831266010","18","020","0083","1266","010",Urbana,Típica,San José del Valle,"119","67","52","46","72","0","24","45","41",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"1112","1802000831232028","18","020","0083","1232","028",Urbana,Típica,San José del Valle,"55","30","25","20","35","6","4","19","17",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"1113","1802000831266009","18","020","0083","1266","009",Urbana,Típica,San José del Valle,"133","63","70","53","79","0","34","55","46",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,6.712697831550924,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"1114","1802000831266006","18","020","0083","1266","006",Urbana,Típica,San José del Valle,"330","165","165","88","239","19","92","121","102",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"1115","1802000831251027","18","020","0083","1251","027",Urbana,Típica,San José del Valle,"102","57","45","29","73","4","29","33","26",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"1116","1802000831251026","18","020","0083","1251","026",Urbana,Típica,San José del Valle,"119","62","57","25","94","12","18","36","33",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"1117","1802000831251025","18","020","0083","1251","025",Urbana,Típica,San José del Valle,"26","14","12","5","21","3","5","12","10",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"1118","1802000831251024","18","020","0083","1251","024",Urbana,Típica,San José del Valle,"39","21","18","9","30","3","11","12","11",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"1119","1802000831251023","18","020","0083","1251","023",Urbana,Típica,San José del Valle,"23","12","11","7","16","0","9","7","6",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"1120","1802000831251022","18","020","0083","1251","022",Urbana,Típica,San José del Valle,"60","30","30","18","40","0","10","15","14",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"1121","1802000831251021","18","020","0083","1251","021",Urbana,Típica,San José del Valle,"19","7","12","11","8","0","10","4","4",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"1122","1802000840291051","18","020","0084","0291","051",Urbana,Típica,San Juan de Abajo,"55","31","24","25","30","0","13","17","16",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"1123","1802000831251008","18","020","0083","1251","008",Urbana,Típica,San José del Valle,"49","25","24","24","25","4","9","18","14",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"1124","1802000831251007","18","020","0083","1251","007",Urbana,Típica,San José del Valle,"91","44","47","14","76","5","21","28","22",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"1125","1802000831251006","18","020","0083","1251","006",Urbana,Típica,San José del Valle,"25","10","15","8","17","4","4","9","8",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"1126","1802000831251005","18","020","0083","1251","005",Urbana,Típica,San José del Valle,"0","0","0","0","0","0","0","0","0",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"1127","1802000831251003","18","020","0083","1251","003",Urbana,Típica,San José del Valle,"92","44","48","32","60","6","35","30","26",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"1128","1802000831251002","18","020","0083","1251","002",Urbana,Típica,San José del Valle,"49","21","28","10","39","8","10","17","15",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"1129","1802000831247035","18","020","0083","1247","035",Urbana,Típica,San José del Valle,"27","13","14","11","16","0","8","5","5",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"1130","1802000831247018","18","020","0083","1247","018",Urbana,Típica,San José del Valle,"1","0","0","0","0","0","0","1","1",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
