OBJECTID,CVEGEO,CVE_ENT,CVE_MUN,CVE_LOC,CVE_AGEB,CVE_MZA,AMBITO,TIPOMZA,NOM_LOC,pop_t,pop_m,pop_h,pob_nat,pob_for,pob_dis,pop_ssal,viv_t,viv_hab,H3,H4,TT,H5,H1,H2,inun_pluv,licuefacc,nivel-mar,tsunami,fallas_fra,inun_fluvi
"2","1802000881463004","18","020","0088","1463","004",Urbana,Típica,San Vicente,"128","63","65","49","78","0","46","40","33",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"3","1802000881321013","18","020","0088","1321","013",Urbana,Típica,San Vicente,"18","7","11","15","3","0","0","11","10",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"4","1802000881181003","18","020","0088","1181","003",Urbana,Típica,San Vicente,"223","123","100","39","183","3","69","96","73",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"5","1802000881035011","18","020","0088","1035","011",Urbana,Típica,San Vicente,"22","13","9","6","16","0","3","11","8",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"6","1802000831374012","18","020","0083","1374","012",Urbana,Típica,San José del Valle,"11","7","4","4","7","0","6","7","3",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"7","1802000831302005","18","020","0083","1302","005",Urbana,Típica,San José del Valle,"52","24","28","11","41","0","11","16","14",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"8","1802000831247022","18","020","0083","1247","022",Urbana,Típica,San José del Valle,"114","54","60","29","85","8","23","46","37",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"9","1802000691355007","18","020","0069","1355","007",Urbana,Típica,El Porvenir,"0","0","0","0","0","0","0","0","0",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,100.000000000000000
"10",180200049200A011,"18","020","0049",200A,"011",Urbana,Típica,San Clemente de Lima,"62","31","31","11","50","0","17","28","23",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"11","1802000270817049","18","020","0027","0817","049",Urbana,Típica,Cruz de Huanacaxtle,"0","0","0","0","0","0","0","0","0",71.540786508136591,28.459433081084800,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,100.000000000000000,100.000000000000000,0.000000000000000,0.000000000000000
"12","1802000881035013","18","020","0088","1035","013",Urbana,Típica,San Vicente,"66","33","33","14","49","0","6","27","22",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"13","1802000881497006","18","020","0088","1497","006",Urbana,Típica,San Vicente,"18","8","10","10","6","0","0","28","7",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,82.427229188915376
"14","1802000881317015","18","020","0088","1317","015",Urbana,Típica,San Vicente,"198","104","94","137","60","0","18","79","66",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"15","1802000880431011","18","020","0088","0431","011",Urbana,Típica,San Vicente,"26","9","17","15","11","4","10","13","10",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"16","1802000831374003","18","020","0083","1374","003",Urbana,Típica,San José del Valle,"16","5","11","3","13","0","5","5","4",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"17",180200083129A004,"18","020","0083",129A,"004",Urbana,Típica,San José del Valle,"110","62","48","30","78","0","19","38","33",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"18",180200083129A003,"18","020","0083",129A,"003",Urbana,Típica,San José del Valle,"134","72","62","34","100","0","36","43","39",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"19","1802000491961023","18","020","0049","1961","023",Urbana,Típica,San Clemente de Lima,"89","49","40","33","56","0","12","32","24",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"20","1802000491961022","18","020","0049","1961","022",Urbana,Típica,San Clemente de Lima,"74","33","41","36","33","0","23","37","25",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"21","1802000491961021","18","020","0049","1961","021",Urbana,Típica,San Clemente de Lima,"53","33","20","29","23","0","10","33","24",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"22","1802000491961020","18","020","0049","1961","020",Urbana,Típica,San Clemente de Lima,"9","5","4","5","3","0","0","8","3",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"23",180200049200A009,"18","020","0049",200A,"009",Urbana,Típica,San Clemente de Lima,"77","39","38","17","59","0","20","33","25",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"24",180200049200A008,"18","020","0049",200A,"008",Urbana,Típica,San Clemente de Lima,"41","21","20","4","36","0","0","22","18",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"25",180200049200A007,"18","020","0049",200A,"007",Urbana,Típica,San Clemente de Lima,"124","62","62","31","91","0","26","45","35",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"26",180200049200A006,"18","020","0049",200A,"006",Urbana,Típica,San Clemente de Lima,"96","49","47","14","81","0","21","30","25",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"27",180200049200A005,"18","020","0049",200A,"005",Urbana,Típica,San Clemente de Lima,"120","60","60","46","74","0","20","55","36",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"28",180200049200A004,"18","020","0049",200A,"004",Urbana,Típica,San Clemente de Lima,"88","43","45","23","65","0","35","32","25",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"29",180200049200A003,"18","020","0049",200A,"003",Urbana,Típica,San Clemente de Lima,"137","69","68","23","111","8","51","56","43",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"30",180200043143A005,"18","020","0043",143A,"005",Urbana,Típica,Las Jarretaderas,"90","50","40","25","53","3","33","92","33",0.000000000000000,0.000000000000000,0.000000000000000,100.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,100.000000000000000,0.000000000000000,100.000000000000000,0.000000000000000,0.000000000000000
"31","1802000831158001","18","020","0083","1158","001",Urbana,Típica,San José del Valle,"84","38","46","20","60","0","15","37","27",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"32","1802000431143001","18","020","0043","1143","001",Urbana,Típica,Las Jarretaderas,"13","7","6","7","5","0","0","17","7",0.000000000000000,100.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,100.000000000000000,0.000000000000000,100.000000000000000,0.000000000000000,100.000000000000000
"34","1802000881035032","18","020","0088","1035","032",Urbana,Típica,San Vicente,"68","29","39","15","50","0","20","24","22",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"35","1802000881482003","18","020","0088","1482","003",Urbana,Típica,San Vicente,"80","35","45","11","68","0","16","31","24",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"36","1802000881482002","18","020","0088","1482","002",Urbana,Típica,San Vicente,"190","101","89","73","116","15","48","74","56",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"37","1802000881482001","18","020","0088","1482","001",Urbana,Típica,San Vicente,"226","109","117","37","186","5","55","74","61",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"38","1802000881478003","18","020","0088","1478","003",Urbana,Típica,San Vicente,"182","90","92","39","142","12","29","66","54",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"39","1802000881321037","18","020","0088","1321","037",Urbana,Típica,San Vicente,"34","20","14","19","15","0","0","8","8",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"40","1802000881321036","18","020","0088","1321","036",Urbana,Típica,San Vicente,"150","82","68","22","128","10","55","45","39",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"41","1802000881035023","18","020","0088","1035","023",Urbana,Típica,San Vicente,"203","105","98","33","169","5","24","78","66",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"42","1802000881035022","18","020","0088","1035","022",Urbana,Típica,San Vicente,"63","35","28","15","46","0","9","18","17",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"43","1802000881035021","18","020","0088","1035","021",Urbana,Típica,San Vicente,"45","21","24","5","40","0","7","18","14",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"44","1802000881035020","18","020","0088","1035","020",Urbana,Típica,San Vicente,"89","39","50","18","70","0","17","30","26",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"45","1802000881035019","18","020","0088","1035","019",Urbana,Típica,San Vicente,"0","0","0","0","0","0","0","0","0",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,24.179248622479687,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"46",180200088150A002,"18","020","0088",150A,"002",Urbana,Típica,San Vicente,"141","68","73","34","104","10","39","59","44",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,100.000000000000000
"47",180200088150A001,"18","020","0088",150A,"001",Urbana,Típica,San Vicente,"154","75","79","35","118","7","40","60","43",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,100.000000000000000
"48","1802000881478002","18","020","0088","1478","002",Urbana,Típica,San Vicente,"254","126","128","44","204","9","60","92","75",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"49","1802000881478001","18","020","0088","1478","001",Urbana,Típica,San Vicente,"146","65","81","21","120","9","27","60","46",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"50",180200088136A013,"18","020","0088",136A,"013",Urbana,Típica,San Vicente,"134","60","74","16","116","7","25","60","42",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,100.000000000000000
"51",180200088136A012,"18","020","0088",136A,"012",Urbana,Típica,San Vicente,"88","44","44","79","9","0","8","61","38",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,100.000000000000000
"52","1802000881317007","18","020","0088","1317","007",Urbana,Típica,San Vicente,"94","48","46","64","30","0","25","38","29",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"53","1802000881317006","18","020","0088","1317","006",Urbana,Típica,San Vicente,"118","58","60","7","109","0","16","38","30",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"54","1802000881317005","18","020","0088","1317","005",Urbana,Típica,San Vicente,"80","40","40","61","19","0","12","36","30",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"55","1802000881181013","18","020","0088","1181","013",Urbana,Típica,San Vicente,"215","112","103","59","152","14","55","80","63",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"56","1802000881181012","18","020","0088","1181","012",Urbana,Típica,San Vicente,"311","165","146","79","231","11","78","118","88",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"57","1802000881181010","18","020","0088","1181","010",Urbana,Típica,San Vicente,"254","128","126","87","164","12","48","98","69",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"58","1802000881035012","18","020","0088","1035","012",Urbana,Típica,San Vicente,"22","8","14","7","15","0","5","16","8",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"59","1802000880840010","18","020","0088","0840","010",Urbana,Típica,San Vicente,"48","23","25","10","38","4","14","22","15",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,38.284200879973156,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,100.000000000000000
"60","1802000880821023","18","020","0088","0821","023",Urbana,Típica,San Vicente,"21","12","9","5","16","0","3","10","6",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"61","1802000831730001","18","020","0083","1730","001",Urbana,Típica,San José del Valle,"81","39","42","34","47","3","13","36","30",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"62","1802000831340004","18","020","0083","1340","004",Urbana,Típica,San José del Valle,"49","26","23","14","35","3","14","19","14",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"63","1802000831340002","18","020","0083","1340","002",Urbana,Típica,San José del Valle,"206","98","108","48","155","10","30","73","59",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"64","1802000831340001","18","020","0083","1340","001",Urbana,Parque o Jardín,San José del Valle,"0","0","0","0","0","0","0","0","0",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"65",180200083129A002,"18","020","0083",129A,"002",Urbana,Típica,San José del Valle,"118","60","58","51","67","0","24","39","34",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"66",180200083129A001,"18","020","0083",129A,"001",Urbana,Típica,San José del Valle,"85","42","43","33","51","4","20","35","27",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"67","1802000831285001","18","020","0083","1285","001",Urbana,Típica,San José del Valle,"6","0","0","0","0","0","0","2","1",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"68","1802000831247007","18","020","0083","1247","007",Urbana,Típica,San José del Valle,"466","240","226","149","315","25","93","155","140",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,4.231805694943720,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"69","1802000831247002","18","020","0083","1247","002",Urbana,Típica,San José del Valle,"60","32","28","19","40","0","12","21","17",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"70","1802000691355008","18","020","0069","1355","008",Urbana,Típica,El Porvenir,"51","27","24","7","44","0","3","22","18",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,23.266852255041709,0.000000000000000,0.000000000000000,0.000000000000000,99.999999999999986
"71","1802000531389002","18","020","0053","1389","002",Urbana,Típica,Mezcales,"18","7","11","0","17","0","0","6","5",0.000000000000000,0.000000000000000,0.000000000000000,88.403119800341457,0.000000000000000,0.000000000000000,0.000000000000000,100.000000000000000,0.000000000000000,80.838298961412022,0.000000000000000,0.000000000000000
"72","1802000531389001","18","020","0053","1389","001",Urbana,Típica,Mezcales,"45","20","25","12","32","3","15","14","9",0.000000000000000,0.000000000000000,0.000000000000000,100.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,100.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"73","1802000531336001","18","020","0053","1336","001",Urbana,Típica,Mezcales,"0","0","0","0","0","0","0","0","0",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,100.000000000000000,0.000000000000000,100.000000000000000,0.000000000000000,0.000000000000000
"74",180200053054A011,"18","020","0053",054A,"011",Urbana,Típica,Mezcales,"0","0","0","0","0","0","0","0","0",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,100.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"75","1802000491961024","18","020","0049","1961","024",Urbana,Típica,San Clemente de Lima,"24","11","13","10","14","0","0","17","11",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"76","1802000491961032","18","020","0049","1961","032",Urbana,Típica,San Clemente de Lima,"92","47","45","31","61","3","15","38","29",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"77","1802000491961031","18","020","0049","1961","031",Urbana,Típica,San Clemente de Lima,"3","0","0","0","0","0","0","4","2",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"78","1802000491961030","18","020","0049","1961","030",Urbana,Típica,San Clemente de Lima,"51","21","30","20","31","5","7","34","21",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"79","1802000491961029","18","020","0049","1961","029",Urbana,Típica,San Clemente de Lima,"56","24","32","20","35","0","4","40","20",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"80","1802000491961028","18","020","0049","1961","028",Urbana,Típica,San Clemente de Lima,"2","0","0","0","0","0","0","4","1",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"81","1802000491961006","18","020","0049","1961","006",Urbana,Típica,San Clemente de Lima,"297","147","150","57","235","11","52","116","95",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.013336243990499,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"82",180200049200A013,"18","020","0049",200A,"013",Urbana,Típica,San Clemente de Lima,"19","13","6","0","17","0","4","12","7",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"83","1802000491938002","18","020","0049","1938","002",Urbana,Típica,San Clemente de Lima,"10","4","6","9","0","0","0","8","4",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,47.960003665437384,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"84","1802000491961018","18","020","0049","1961","018",Urbana,Típica,San Clemente de Lima,"135","63","72","28","102","0","45","56","40",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"85","1802000491961017","18","020","0049","1961","017",Urbana,Típica,San Clemente de Lima,"61","30","31","19","41","0","17","26","20",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"86","1802000491961016","18","020","0049","1961","016",Urbana,Típica,San Clemente de Lima,"188","100","88","39","146","9","34","74","54",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"87","1802000491961013","18","020","0049","1961","013",Urbana,Típica,San Clemente de Lima,"60","31","29","11","48","0","19","19","16",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"88","1802000491961002","18","020","0049","1961","002",Urbana,Típica,San Clemente de Lima,"72","30","42","12","59","0","12","24","18",0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
"89","1802000431143007","18","020","0043","1143","007",Urbana,Típica,Las Jarretaderas,"11","0","9","0","10","0","0","15","5",0.000000000000000,100.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,100.000000000000000,0.000000000000000,100.000000000000000,0.000000000000000,100.000000000000000
"90","1802000431143006","18","020","0043","1143","006",Urbana,Típica,Las Jarretaderas,"20","9","11","10","10","0","5","24","9",0.000000000000000,100.000000000000014,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,100.000000000000014,0.000000000000000,100.000000000000014,0.000000000000000,100.000000000000014
"91","1802000431143005","18","020","0043","1143","005",Urbana,Típica,Las Jarretaderas,"18","7","11","10","6","0","5","22","8",0.000000000000000,100.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,100.000000000000000,0.000000000000000,100.000000000000000,0.000000000000000,100.000000000000000
